Business Name,Phone Number,Address,Website,Emails,Search Phrase Used,Profile Category
"Advaith Hyundai Service Center, Indiranagar",099455 46097,"5, Shri Krishna Temple Rd, Indira Nagar 1st Stage, Narayanappa Garden, Indiranagar, Bengaluru, Karnataka 560038, India",https://www.advaithhyundai.com/locations/advaith-hyundai-service-center-indiranagar,servicemgr.in@advaithhyundai.com,Auto Dealers in Indiranagar Bangalore,Customer
Auto Spot,099453 33444,"745, Shri Krishna Temple Rd, next to Sony Service Centre, Indira Nagar 1st Stage, Stage 1, Indiranagar, Bengaluru, Karnataka 560038, India",,,Auto Dealers in Indiranagar Bangalore,Customer
Next-Gen Carz,099868 73572,"59, 515 Colony, HAL 3rd Stage, Indiranagar, New Tippasandra, Bengaluru, Karnataka 560075, India",,,Auto Dealers in Indiranagar Bangalore,Customer
Nandi Toyota U TRUST - Hosur Road,080 4043 1111,"38/1, 2nd Cross, Hosur Rd, Muniswamappa Layout, Bandepalya, Garvebhavi Palya, Bengaluru, Karnataka 560068, India",https://nanditoyota.com/used-cars.html,services@renaissanceind.com,Auto Dealers in Indiranagar Bangalore,Customer
Honda BigWing Bengaluru East - Showroom (#BigWingBLR),063669 22291,"665, 100 Feet Rd, Defence Colony, Indiranagar, Bengaluru, Karnataka 560038, India",https://www.bigwingblr.com/,"contact@bigwingblr.com, hire_me@bigwingblr.com, hire_me@bigwingblr.com ",Auto Dealers in Indiranagar Bangalore,Customer
"Cars24 - Sell Used Cars in Indira Nagar, Bengaluru",089295 06659,"Defence Colony, Domlur, Bengaluru, Karnataka 560071, India",https://www.cars24.com/sell-marketing/?utm_source=gmb_sell_011&utm_medium=gmb_sell_02&utm_campaign=gmb_sell_03&utm_term=gmb_sell_04,,Auto Dealers in Indiranagar Bangalore,Customer
"Maruti Suzuki ARENA (Surakshaa, Bangalore, Koramangala)",080 6221 6705,"9, 4th Block, 100 Feet Rd, next to BDA Complex, KHB Block Koramangala, Koramangala 4-B Block, 4th Block, Koramangala, Bengaluru, Karnataka 560034, India",https://www.arenaofkoramangala.com/,,Auto Dealers in Indiranagar Bangalore,Customer
"DriveX - Indiranagar, Bangalore",080 4698 4925,"No 32, Ground Floor, Metro Pillar No 85, near, Chinmaya Mission Hospital Rd, 2nd Stage, Binnamangala, Hoysala Nagar, Indiranagar, Bengaluru, Karnataka 560008, India",https://www.drivex.in/used-two-wheeler-bikes-in-bangalore-at-drivex-indiranagar?utm_source=google&utm_medium=organic&utm_campaign=indiranagar_gmb,,Auto Dealers in Indiranagar Bangalore,Customer
"Indiranagar Vespa - Aprilia Scooters, RS 457 and Tuono 457 Bikes Showroom (Affine Automotive)",096069 88405,"295, 6th Main Rd, HAL 2nd Stage, Indiranagar, Bengaluru, Karnataka 560038, India",http://affineautomotive.com/,affineautomotive@gmail.com,Auto Dealers in Indiranagar Bangalore,Customer
"Tata Motors Cars Showroom - KHT Motors, Domlur",070452 04365,"XJ3R+532, 100 Feet Rd, opposite Dell Exclusive Store, Krishna Reddy Layout, Amarjyoti Layout, Domlur, Bengaluru, Karnataka 560071, India",https://dealer-locator.cars.tatamotors.com/tata-motors-cars-showroom-kht-motors-domlur-car-dealer-domlur-bangalore-77071/Home?utm_source=locator&utm_medium=googleplaces,"salesmanager.kamp@kropexauto.com, siddappa@preranamotors.com, service.dairycircle@kropexauto.com, branchhead@khtmotors.com, servicemanager.kamh@kropexauto.com, carloans@khtmotors.com, corporatesales@khtmotors.com, salessupport@pcd.preranamotors.com, sales.gm@kropexauto.com, sales.dairycircle@kropexauto.com, sm-kn@adishakticars.com, gmsales@khtmotors.com, dgmservice-blr@adishakticars.com",Car Showrooms in Indiranagar Bangalore,Customer
"Maruti Suzuki ARENA (Bimal Auto Agency, Bangalore, Domlur)",08071 646 502,"Bimal Auto Agency, No. 371 & 372, Sy nos 57, to, 82 of, Amarjyothi HBCS Layout, Domlur Village, Domlur, Bengaluru, Karnataka 560071, India",http://arenaofdomlur.com/?utm_source=gmb&utm_medium=google,,Car Showrooms in Indiranagar Bangalore,Customer
"Kia Car Showroom - Advaith Kia, Lalbagh Road",096110 06006,"No.71, Lal Bagh Main Rd, Opp Urvashi Theater, Sudhama Nagar, Bengaluru, Karnataka 560027, India",https://www.advaithkia.com/locations/advaith-kia-car-showroom-lalbagh-road/,,Car Showrooms in Indiranagar Bangalore,Customer
Royal Enfield Showroom - Teknik Motors,088793 47996,"772, 100 Feet Rd, HAL 2nd Stage, Doopanahalli, Indiranagar, Bengaluru, Karnataka 560008, India",https://dealers.royalenfield.com/karnataka/bengaluru/indira-nagar-teknik-motors-9110132360?utm_source=GMBlisting&utm_medium=organic,teknikmotors.indiranagar@dealer.royalenfield.com,Car Showrooms in Indiranagar Bangalore,Customer
TAFE Access Škoda Showroom,078742 23333,"No 53, St Mark's Rd, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka 560001, India",https://dealers.skoda-auto.co.in/tafe-access-skoda-showroom-tafe-access-ltd-car-dealer-st-marks-road-bengaluru-67761/Home?utm_source=locator&utm_medium=googleplaces,"coo.blr@ppsskoda.com, servicehead.blr@ppsskoda.com, ssm.stmrk@tefeaccess.com, customercare@karrskoda.in, vpsales@rajaskodas.com, srvmgr.okli@ppsskoda.com, sales.sadashivanagar@ppsskoda.com, sm.hosurroad@tafeaccess.com, headservice@karrskoda.in",Car Showrooms in Indiranagar Bangalore,Customer
ICONIC FITNESS INDIRA NAGAR - Largest fitness chain in Bangalore | Best Rated | Unisex Fitness Centers | Gx Studio,070263 22322,"3rd, 4th and 5th Floor, 872/A, 80 Feet Rd, above Brik Oven, near Sapna book house, HAL 2nd Stage, New Tippasandra, Bengaluru, Karnataka 560075, India",https://iconicfitnessindia.lovable.app/?utm_source=Google&utm_medium=GMB&utm_campaign=Iconic-Fitness-Indiranagar,,Gym and Fitness Centers in Indiranagar Bangalore,Customer
Aurum Luxury Fitness Club,081474 75647,"4th and 5th Floor, 368, 100 Feet Rd, HAL 2nd Stage, Indiranagar, Bengaluru, Karnataka 560008, India",https://aurum.fit/?fbclid=PAZXh0bgNhZW0CMTEAAaaPcGKwXM2f4aWpr93Wtojhoqlh-g1l5BHvlrxgNsphj-p7bmyXl5qhMrg_aem_IxUwTrrjgHFn49iWiqHXWg,,Gym and Fitness Centers in Indiranagar Bangalore,Customer
"Fitness First Indiranagar | Best Gym in Indiranagar 2nd Stage, Bengaluru",096631 30588,"Ashwini Complex, 2986, 12th Main Rd, HAL 2nd Stage, Indiranagar, Bengaluru, Karnataka 560008, India",https://www.fitnessfirst.net.in/content/fitness-first-indiranagar-bengaluru,,Gym and Fitness Centers in Indiranagar Bangalore,Customer
"Cult Tribe Indiranagar | Best Gym in Indiranagar, Bengaluru",070265 72112,"307, 100 Feet Rd, next to Dominos, Indira Nagar 1st Stage, Stage 1, Indiranagar, Bengaluru, Karnataka 560038, India",https://www.cult.fit/cult/center/indiranagar/cult-tribe-indiranagar/7?utm_source=gmb&utm_medium=organic,,Gym and Fitness Centers in Indiranagar Bangalore,Customer
"Cult Gym Indiranagar 6th Main | Best Gym in Doopanahalli, Bengaluru",070265 73949,"100 Feet Rd, HAL 2nd Stage, Doopanahalli, Indiranagar, Bengaluru, Karnataka 560038, India",https://www.cult.fit/cult/cult-pass/bangalore/cult-gym-indiranagar-6th-main/593?utm_source=gmb&utm_medium=organic,,Gym and Fitness Centers in Indiranagar Bangalore,Customer
Aurum Health Club,098800 13406,"3rd floor, 764, 100 Feet Rd, HAL 2nd Stage, Appareddipalya, Indiranagar, Bengaluru, Karnataka 560038, India",https://aurum.fit/,,Gym and Fitness Centers in Indiranagar Bangalore,Customer
The Lazy Town,097429 57160,"51, 3rd Floor, Chinmaya Mission Hospital Rd, Stage 2, Eshwara Layout, Indiranagar, Bengaluru, Karnataka 560008, India",https://thelazytown.com/,,Gym and Fitness Centers in Indiranagar Bangalore,Customer
Figurine Fitness,098450 32994,"#3167, ESI hospital road, HAL 2nd Stage, Doopanahalli, Indiranagar, Bengaluru, Karnataka 560008, India",http://figurinefitness.in/,santosh@figurinefitness.in,Gym and Fitness Centers in Indiranagar Bangalore,Customer
OneUp Fitness,099000 67511,"Building, 100 Feet Rd, HAL 2nd Stage, Indiranagar, Bengaluru, Karnataka 560038, India",https://www.oneupfitness.in/,,Gym and Fitness Centers in Indiranagar Bangalore,Customer
The Body Works Fitness Center,098458 45740,"Catalyst House, 3rd Floor, 10th Main, 1659, Jeevan Bima Nagar Main Rd, above ICICI Bank Phone no: 98458 45740, Hal, HAL 3rd Stage, New Tippasandra, Bengaluru, Karnataka 560075, India",http://thebodyworks.in/,,Gym and Fitness Centers in Indiranagar Bangalore,Customer
Woohoo Health Club,088772 21131,"KP LANDMARK , 7TH MAIN, 100 Feet Rd, HAL 2nd Stage, Motappapalya, Indiranagar, Bengaluru, Karnataka 560008, India",http://www.woohoofitness.com/,,Gym and Fitness Centers in Indiranagar Bangalore,Customer
Aurum Ultra Luxury Fitness Club,099162 85341,"4th, 5th and 6th floor, 35, 80 Feet Rd, Hal, HAL 3rd Stage, Indiranagar, Bengaluru, Karnataka 560075, India",https://aurum.fit/,,Gym and Fitness Centers in Indiranagar Bangalore,Customer
Finix Fitness Studio Indiranagar,082175 00205,"Finix Fitness studio, Benaka Plaza, 1303, Main Road, above TVS Showroom, HAL 3rd Stage, Jeevanbheemanagar, Bengaluru, Karnataka 560008, India",http://www.finixfitness.com/,,Gym and Fitness Centers in Indiranagar Bangalore,Customer
"Relentless Strength, Domlur",088844 46957,"Relentlessstrength, BDA Complex, 153/14, Professor U R Rao Rd, beside Domlur, BDA Colony, Indiranagar, Domlur, Bengaluru, Karnataka 560071, India",https://relentlessstrength.in/,,Gym and Fitness Centers in Indiranagar Bangalore,Customer
My Third Space,081239 01143,"3rd Floor, MSK Plaza, 100 Feet Road, 3rd Main Rd, above Cafe coffee day, Defence Colony, Indiranagar, Bengaluru, Karnataka 560038, India",https://mythirdspace.fit/,hello@mythirdspace.fit,Gym and Fitness Centers in Indiranagar Bangalore,Customer
DP DYNAMIC GYM,082965 99214,"Metro pillar no 89, Royalyok building, Indira Nagar II Stage, Hoysala Nagar, Indiranagar, Bengaluru, Karnataka 560008, India",https://www.facebook.com/Dp-Dynamic-GYM-719096691618689/,,Gym and Fitness Centers in Indiranagar Bangalore,Customer
Olympic Gym & Fitness Center,098863 07472,"AFTER GURU'SWEET'Z,SOMESHWARA'TEMPLE,U'LL FIND D GYM TOWARD'S UA LEFT_HAND'SIDE WITH D BIG'POSTER OF'D OLYMPIC'GYM ON'D BUILDIN. #11,GROUND'FLOOR, Someshwara Temple Rd, Halasuru, Gupta Layout, HALASOOR, Bengaluru, Karnataka 560008, India",,,Gym and Fitness Centers in Indiranagar Bangalore,Customer
"Zazzle Salon - Indira Nagar, Bangalore",073538 11111,"1082, 12th Main Rd, HAL 2nd Stage, Appareddipalya, Indiranagar, Bengaluru, Karnataka 560008, India",https://zazzlesalon.com/zazzle-branches/bangalore/salon-in-indiranagar/?utm_source=google_profile&utm_campaign=localo&utm_medium=mainlink,,Salons and Spas in Indiranagar Bangalore,Customer
Marie Claire Paris,097415 15415,"JK Plaza, No 788, 1st Floor, Indiranagar, 12 th main, 100 Feet Rd, 2nd Stage, HAL 2nd Stage, Doopanahalli, Indiranagar, Bengaluru, Karnataka 560008, India",https://indiranagarblr.marieclairesalon.in/?utm_source=Google%20&utm_medium=organic&utm_campaign=googlebusinessprofile&utm_content=website-button,marieclaire.indiranagar@gmail.com,Salons and Spas in Indiranagar Bangalore,Customer
Balance Wellness and Spa,099022 15465,"296, 295, 100 Feet Rd, below The Wishing Chair, Binnamangala, Stage 1, Indiranagar, Bengaluru, Karnataka 560038, India",https://balancewellnessspa.in/,info@balancewellnessspa.in,Salons and Spas in Indiranagar Bangalore,Customer
Spa Meraki,096634 76613,"1st Floor, 777/J, 100 Feet Rd, HAL 2nd Stage, Doopanahalli, Indiranagar, Bengaluru, Karnataka 560038, India",https://spameraki.com/,,Salons and Spas in Indiranagar Bangalore,Customer
Spa World,099009 64208,"4th Floor, Plot No 382, 100 Feet Rd, HAL 2nd Stage, Indiranagar, Bengaluru, Karnataka 560008, India",https://spaworldbengaluru.co.in/,,Salons and Spas in Indiranagar Bangalore,Customer
Havana the Salon | Indiranagar | for your Beauty,077889 97784,"1st Floor, 1155, 12th Main Rd, HAL 2nd Stage, Indiranagar, Bengaluru, Karnataka 560008, India",https://www.havanasalons.com/,"havanathesalon36@gmail.com, info@havanasalons.com",Salons and Spas in Indiranagar Bangalore,Customer
"Bodycraft Salon, Spa & Clinic - Indiranagar",073539 27916,"Shop 653, 100 Feet Rd, Hoysala Nagar, Indiranagar, Bengaluru, Karnataka 560038, India",https://www.bodycraft.co.in/locations-salon/bangalore/indiranagar-spa-skincare/?utm_source=gmb&utm_medium=organic&utm_campaign=website,guestrelations@bodycraft.co.in,Salons and Spas in Indiranagar Bangalore,Customer
Pride Thai Spa - Massage Spa Indiranagar Bengaluru,091641 06000,"24, Chinmaya Mission Hospital Rd, Stage 2, Hoysala Nagar, Indiranagar, Bengaluru, Karnataka 560038, India",https://pridethaispa.com/,info@pridethaispa.com,Salons and Spas in Indiranagar Bangalore,Customer
Moonlight Salon and wellness,078925 65135,"14th Main Rd, HAL 2nd Stage, indiranagar, Jeevan Bima Nagar, Bengaluru, Karnataka 560008, India",https://www.moonlightsalonwellness.com/,moonlightsalonwellness@gmail.com,Salons and Spas in Indiranagar Bangalore,Customer
STUDIO11 Family Salon Indiranagar,081050 66055,"No. 621/B, 12th Main Rd, 7th Cross, HAL 2nd Stage, Indiranagar, Bengaluru, Karnataka 560038, India",https://www.studio11.co/stores/studio11-family-salon-indiranagar/,,Salons and Spas in Indiranagar Bangalore,Customer
Hwarang Thai Spa,074838 17818,"Ankit Sapphire Complex, #777/k, 2nd Floor, 13th Main Road, 100 Feet Rd, HAL 2nd Stage, Doopanahalli, Indiranagar, Bengaluru, Karnataka 560008, India",https://hwarangthaispa.in/spa-in-indiranagar/,info@hwarangthaispa.com,Salons and Spas in Indiranagar Bangalore,Customer
Walk In Beauty Thai Spa,080 4150 1220,"#3049, 80 Feet Rd, 8th cross, HAL 2nd Stage, Indiranagar, Bengaluru, Karnataka 560008, India",http://www.walkinbeauty.in/,,Salons and Spas in Indiranagar Bangalore,Customer
Nest Salon & Spa,096065 67878,"2583, 17th Main, 2nd Cross, Indiranagar Extn, HAL 2nd Stage, Kodihalli, Bengaluru, Karnataka 560008, India",https://www.nestspa.in/,,Salons and Spas in Indiranagar Bangalore,Customer
Eevee Luxury Spa,090366 68124,"2nd Floor, 765, 100 Feet Rd, above Pecos pub, HAL 2nd Stage, Appareddipalya, Indiranagar, Bengaluru, Karnataka 560008, India",https://eeveeluxuryspa.com/index.html,"eeveeluxuryspa01@gmail.com, eeveeluxuryspa01@gmail.com ",Salons and Spas in Indiranagar Bangalore,Customer
Blown - Salon - Indiranagar,063603 28014,"1st Floor, 967, 12th Main Rd, HAL 2nd Stage, Doopanahalli, Indiranagar, Bengaluru, Karnataka 560008, India",https://www.blown.co.in/,"info.newbelroad@blown.co.in, info.indiranagar@blown.co.in, customer.care@blown.co.in, info.vittalmallyaroad@blown.co.in",Salons and Spas in Indiranagar Bangalore,Customer
Manipal Clinic Indiranagar,1800 102 4647,"352, Chinmaya Mission Hospital Rd, Stage 2, Hoysala Nagar, Indiranagar, Bengaluru, Karnataka 560038, India",https://www.manipalhospitals.com/clinics-indiranagar/,manipalclinic.indiranagar@manipalhospitals.com,Medical Clinics in Indiranagar Bangalore,Customer
KASPER MULTI SPECIALITY CLINIC,074117 22580,"31, 80 Feet Rd, Hal, HAL 3rd Stage, Indiranagar, Bengaluru, Karnataka 560038, India",https://www.kasperclinic.com/,,Medical Clinics in Indiranagar Bangalore,Customer
Even Clinic Indiranagar 🎈,080 4568 2221,"Even Clinic Indiranagar🎈, 1st Floor, No. 4, Smart Square, Krishna, Sri Mariyamma Temple Road, Indira Nagar 1st Stage, Stage 1, Indiranagar, Bengaluru, Karnataka 560038, India",https://book.even.in/facilities/?utm_source=GBP&utm_medium=websitelink&utm_campaign=EvenClinicIndiranagar&utm_id=organic&utm_term=EvenClinic1&utm_content=15637051253166060335,hello@even.in,Medical Clinics in Indiranagar Bangalore,Customer
"Revive Hospitals || Best Gynecologists, surgeons, pediatricians in Indiranagar Bangalore",098453 34422,"190, Paramahansa Yogananda Rd, opp. Sree Cauvery School, Stage 2, Hoysala Nagar, Indiranagar, Bengaluru, Karnataka 560038, India",https://revivehospitals.com/,marketing@revivehospitals.com,Medical Clinics in Indiranagar Bangalore,Customer
Proactive For Her - Indiranagar,090020 19002,"610, 12th Main Rd, 7th Cross, HAL 2nd Stage, Indiranagar, Bengaluru, Karnataka 560008, India",https://proactiveforher.com/,,Medical Clinics in Indiranagar Bangalore,Customer
Dr Rao Medical Center,094835 38500,"No. 531, 2nd Main Rd, opposite BDA Complex, 2nd Stage, Indira Nagar II Stage, Hoysala Nagar, Indiranagar, Bengaluru, Karnataka 560038, India",https://drraocenter.com/,drraocenter@gmail.com,Medical Clinics in Indiranagar Bangalore,Customer
Dr Harish K V's Hansaa Clinic,095358 09204,"1181, 12th B Main Rd, HAL 2nd Stage, Indiranagar, Bengaluru, Karnataka 560008, India",https://hansaahealthcare.com/,,Medical Clinics in Indiranagar Bangalore,Customer
Apoorva Hospitals and Diagnostic Centre,088846 27777,"548/1, Chinmaya Mission Hospital Rd, Stage 1, Indiranagar, Bengaluru, Karnataka 560038, India",,,Medical Clinics in Indiranagar Bangalore,Customer
Lotus Diagnostic Centre,081971 08918,"493, Chinmaya Mission Hospital Rd, near ICICI Bank ATM, Indira Nagar 1st Stage, Stage 1, Indiranagar, Bengaluru, Karnataka 560038, India",https://lotusdiagnostic.com/,lotusdiagnostic@gmail.com,Medical Clinics in Indiranagar Bangalore,Customer
"Sugata Heart and Women's Wellness Clinic in Indiranagar, Bangalore",081234 32935,"3rd floor, Jeevan Bima Nagar Main Rd, above Kanti Sweets, LIC Colony, HAL 3rd Stage, Sector 11, Indiranagar, Bengaluru, Karnataka 560075, India",https://sugataclinic.com/,,Medical Clinics in Indiranagar Bangalore,Customer
The Life Plus Women's Hospital & Fertility Centre,098444 47766,"266/C, 80 Feet Rd, near CHINMAYA MISSION HOSPITAL-2, HAL 3rd Stage, Indiranagar, Bengaluru, Karnataka 560075, India",https://thelifeplushospital.com/,thelifeplushospitals@gmail.com,Medical Clinics in Indiranagar Bangalore,Customer
"Apoorva Diagnostic and Health Care, Defence Colony Branch",080 4095 4242,"190/1, 6th Main Rd, next to FGAG Church, Defence Colony, Indiranagar, Bengaluru, Karnataka 560038, India",http://www.apoorvahealthcare.com/,,Medical Clinics in Indiranagar Bangalore,Customer
Apple Baby Clinic/ Revive Hospitals,076250 96777,"Link Rd 4, 190, Paramahansa Yogananda Rd, next to nagarjuna restaurant, Stage 2, Hoysala Nagar, Indiranagar, Bengaluru, Karnataka 560038, India",http://www.revivehospitals.com/,marketing@revivehospitals.com,Medical Clinics in Indiranagar Bangalore,Customer
Kyno Health | Home Visit Doctor & General Physician in Indiranagar,099531 04104,"190, Paramahansa Yogananda Rd, opposite Cauvery, Stage 2, Eshwara Layout, Indiranagar, Bengaluru, Karnataka 560038, India",https://kynohealth.com/book-doctor/step-1?utm_source=gmb&utm_medium=google,,Medical Clinics in Indiranagar Bangalore,Customer
MEDRAY EVO AI DIAGNOSTIC CENTRE,080 4163 4038,"962, 12th Main Rd, opp. to Lakmé Salon, Doopanahalli, Indiranagar, Bengaluru, Karnataka 560008, India",https://www.medray.in/,appointments@medray.in,Medical Clinics in Indiranagar Bangalore,Customer
Healing Hands Clinic,081979 78641,"3rd Floor, Krishvi Aspire, 516, Chinmaya Mission Hospital Rd, Defence Colony, Indiranagar, Bengaluru, Karnataka 560038, India",https://www.healinghandsclinic.co.in/bengaluru-location/indiranagar/,,Medical Clinics in Indiranagar Bangalore,Customer
Dr. Health Clinic,079952 33324,"41671253] No.1001, 1st Floor, Ph: (080, 12th A Main Rd, HAL 2nd Stage, Doopanahalli, Indiranagar, Bengaluru, Karnataka 560008, India",http://www.drhealthclinic.com/,support@drhealthclinic.com,Medical Clinics in Indiranagar Bangalore,Customer
